ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
612000093,Photo,Downy Woodpecker,Dryobates pubescens,,,Robin Hartley,2024-07-04,2024,7,4,1140,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,,Carrying Food; Flying,,,,,,,,,,S9000000076,,,,,,,,,3550,,3.45,36,,,
612000094,Photo,House Sparrow,Passer domesticus,,,Robin Hartley,2024-07-04,2024,7,4,1250,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Immature – 1,,,,,,,,,,,S9000000077,,,,,,,,,4900,,3.24,13,,,
612000095,Photo,House Sparrow,Passer domesticus,,,Robin Hartley,2024-07-04,2024,7,4,600,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult Female – 1,,,,,,,,,,,S9000000077,,,,,,,,,4900,,3.75,22,,,
612000096,Audio,Spotted Sandpiper,Actitis macularius,,,Robin Hartley,2024-07-09,2024,7,9,830,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Immature – 1,Vocalizing,,,,,,,,,,S9000000079,,,,,,,,,2200,,3.02,3,,,
612000097,Photo,Ring-billed Gull,Larus delawarensis,,,Robin Hartley,2024-07-15,2024,7,15,705,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,Adult Female – 1; Immature – 1,"Preening, Scratching, or Bathing; Flying",,,,,,,,,,S9000000080,,,,,,,,,2450,,3.89,21,,,
612000098,Photo,Ruby-throated Hummingbird,Archilochus colubris,,,Robin Hartley,2024-07-21,2024,7,21,805,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Unknown – 1,,,,,,,,,,,S9000000081,,,,,,,,,1500,,3.91,7,,,
612000099,Photo,Rock Pigeon,Columba livia,,,Robin Hartley,2024-07-21,2024,7,21,1100,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult Female – 1,,,,,,,,,,,S9000000081,,,,,,,,,1000,,4.30,22,,,
612000100,Video,House Sparrow,Passer domesticus,,,Robin Hartley,2024-07-24,2024,7,24,950,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult – 1,,,,,,,,,,,S9000000085,,,,,,,,,4900,,3.07,14,,,
612000101,Photo,House Sparrow,Passer domesticus,,,Robin Hartley,2024-07-24,2024,7,24,1120,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult Male – 1; Adult Female – 1,"Preening, Scratching, or Bathing",,,,,,,,,,S9000000085,,,,,,,,,4900,,4.93,9,,,
612000102,Audio,Fish Crow,Corvus ossifragus,,,Robin Hartley,2024-07-24,2024,7,24,515,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,,,,,,,,,,,,S9000000085,,,,,,,,,4060,,4.90,14,,,
612000103,Photo,Mourning Dove,Zenaida macroura,,,Robin Hartley,2024-07-29,2024,7,29,1530,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,Adult – 1,,,,,,,,,,,S9000000087,,,,,,,,,1100,,3.94,23,,,
612000104,Video,Wood Duck,Aix sponsa,,,Robin Hartley,2024-08-01,2024,8,1,1320,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Juvenile – 1,,,,,,,,,,,S9000000088,,,,,,,,,312,,3.49,28,,,
612000105,Photo,Yellow Warbler,Setophaga petechia,,,Robin Hartley,2024-08-01,2024,8,1,950,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Juvenile – 1,Carrying Food,,,,,,,,,,S9000000088,,,,,,,,,5860,,4.79,18,,,
612000106,Photo,Yellow-billed Cuckoo,Coccyzus americanus,,,Robin Hartley,2024-08-01,2024,8,1,1150,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult – 1,,,,,,,,,,,S9000000088,,,,,,,,,1200,,4.23,9,,,
612000107,Photo,Herring Gull,Larus argentatus,,,Robin Hartley,2024-08-01,2024,8,1,1000,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult – 1,,,,,,,,,,,S9000000089,,,,,,,,,2470,,4.90,15,,,
612000108,Photo,Song Sparrow,Melospiza melodia,,,Robin Hartley,2024-08-04,2024,8,4,1645,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Immature – 1,"Courtship, Display, or Copulation",,,,,,,,,,S9000000091,,,,,,,,,5230,,3.72,26,,,
612000109,Audio,Song Sparrow,Melospiza melodia,,,Robin Hartley,2024-08-04,2024,8,4,505,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,,Song,,,,,,,,,,S9000000091,,,,,,,,,5230,,3.52,20,,,
612000110,Photo,Cedar Waxwing,Bombycilla cedrorum,,,Robin Hartley,2024-08-04,2024,8,4,905,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult – 1,,,,,,,,,,,S9000000091,,,,,,,,,4850,,3.83,40,,,
612000111,Photo,Red-tailed Hawk,Buteo jamaicensis,,,Robin Hartley,2024-08-04,2024,8,4,715,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Immature – 1,Carrying Food; Nest Building,,,,,,,,,,S9000000091,,,,,,,,,3250,,3.65,8,,,
612000112,Photo,House Finch,Haemorhous mexicanus,,,Robin Hartley,2024-08-10,2024,8,10,720,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Juvenile – 1,Foraging or Eating,,,,,,,,,,S9000000092,,,,,,,,,4950,,3.28,18,,,
612000113,Photo,Black-capped Chickadee,Poecile atricapillus,,,Robin Hartley,2024-08-10,2024,8,10,1150,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult Female – 1,,,,,,,,,,,S9000000092,,,,,,,,,4200,,3.90,38,,,
612000114,Photo,Song Sparrow,Melospiza melodia,,,Robin Hartley,2024-08-10,2024,8,10,1750,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult – 1,,,,,,,,,,,S9000000092,,,,,,,,,5230,,4.98,12,,,
612000115,Photo,Song Sparrow,Melospiza melodia,,,Robin Hartley,2024-08-10,2024,8,10,710,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Juvenile – 1,,,,,,,,,,,S9000000094,,,,,,,,,5230,,4.31,16,,,
612000116,Audio,Song Sparrow,Melospiza melodia,,,Robin Hartley,2024-08-10,2024,8,10,700,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,,,,,,,,,,,,S9000000094,,,,,,,,,5230,,4.94,31,,,
612000117,Video,Common Grackle,Quiscalus quiscula,,,Robin Hartley,2024-08-15,2024,8,15,1150,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult – 1,,,,,,,,,,,S9000000095,,,,,,,,,5600,,3.09,37,,,
612000118,Photo,Common Grackle,Quiscalus quiscula,,,Robin Hartley,2024-08-15,2024,8,15,1110,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult Female – 1,Nest Building,,,,,,,,,,S9000000095,,,,,,,,,5600,,3.51,35,,,
612000119,Audio,Fish Crow,Corvus ossifragus,,,Robin Hartley,2024-08-15,2024,8,15,845,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,,,,,,,,,,,,S9000000095,,,,,,,,,4060,,4.17,35,,,
612000120,Video,Mourning Dove,Zenaida macroura,,,Robin Hartley,2024-08-19,2024,8,19,750,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Adult – 1,Nest Building,,,,,,,,,,S9000000096,,,,,,,,,1100,,4.65,39,,,
612000121,Photo,Rock Pigeon,Columba livia,,,Robin Hartley,2024-08-19,2024,8,19,1410,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Immature – 1,Flying,,,,,,,,,,S9000000096,,,,,,,,,1000,,4.20,29,,,
612000122,Photo,Killdeer,Charadrius vociferus,,,Robin Hartley,2024-08-19,2024,8,19,1205,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Unknown – 1,,,,,,,,,,,S9000000097,,,,,,,,,1900,,4.81,20,,,
612000123,Video,Northern Mockingbird,Mimus polyglottos,,,Robin Hartley,2024-08-19,2024,8,19,1505,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult – 1,,,,,,,,,,,S9000000097,,,,,,,,,4790,,4.03,12,,,
612000124,Photo,Northern Mockingbird,Mimus polyglottos,,,Robin Hartley,2024-08-19,2024,8,19,630,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult – 1,Feeding Young,,,,,,,,,,S9000000097,,,,,,,,,4790,,4.94,32,,,
612000125,Video,Barn Swallow,Hirundo rustica,,,Robin Hartley,2024-08-19,2024,8,19,1510,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Juvenile – 1,"Courtship, Display, or Copulation",,,,,,,,,,S9000000097,,,,,,,,,4150,,3.25,4,,,
612000126,Photo,Great Blue Heron,Ardea herodias,,,Robin Hartley,2024-08-22,2024,8,22,1240,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Adult – 1,,,,,,,,,,,S9000000099,,,,,,,,,2800,,4.92,37,,,
612000127,Photo,Great Blue Heron,Ardea herodias,,,Robin Hartley,2024-08-22,2024,8,22,945,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Adult Female – 1; Adult Female – 1,,,,,,,,,,,S9000000099,,,,,,,,,2800,,4.93,9,,,
612000128,Photo,Mallard,Anas platyrhynchos,,,Robin Hartley,2024-08-22,2024,8,22,1730,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Unknown – 1,,,,,,,,,,,S9000000099,,,,,,,,,360,,4.24,23,,,
612000129,Photo,Mallard,Anas platyrhynchos,,,Robin Hartley,2024-08-22,2024,8,22,850,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Juvenile – 1,,,,,,,,,,,S9000000099,,,,,,,,,360,,4.59,36,,,
612000130,Photo,Great Crested Flycatcher,Myiarchus crinitus,,,Robin Hartley,2024-08-22,2024,8,22,1410,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Adult – 1,Nest Building,,,,,,,,,,S9000000099,,,,,,,,,3870,,3.69,17,,,
612000131,Photo,Mute Swan,Cygnus olor,,,Robin Hartley,2024-08-22,2024,8,22,940,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Adult – 1,Foraging or Eating; Nest Building,,,,,,,,,,S9000000099,,,,,,,,,278,,3.55,2,,,
612000132,Video,Eastern Bluebird,Sialia sialis,,,Robin Hartley,2024-08-28,2024,8,28,1040,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult – 1,,,,,,,,,,,S9000000100,,,,,,,,,4600,,4.23,15,,,
612000133,Photo,Eastern Bluebird,Sialia sialis,,,Robin Hartley,2024-08-28,2024,8,28,1010,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult – 1,Feeding Young,,,,,,,,,,S9000000100,,,,,,,,,4600,,3.99,5,,,
612000134,Photo,Wood Thrush,Hylocichla mustelina,,,Robin Hartley,2024-08-28,2024,8,28,1400,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Juvenile – 1,,,,,,,,,,,S9000000100,,,,,,,,,4680,,4.48,9,,,
612000135,Video,White-breasted Nuthatch,Sitta carolinensis,,,Robin Hartley,2024-08-28,2024,8,28,1840,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult Female – 1,,,,,,,,,,,S9000000100,,,,,,,,,4300,,3.43,9,,,
612000136,Audio,Boat-tailed Grackle,Quiscalus major,,,Robin Hartley,2024-08-28,2024,8,28,610,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult Female – 1,Song,,,,,,,,,,S9000000100,,,,,,,,,5620,,4.84,27,,,
612000137,Photo,Blue Jay,Cyanocitta cristata,,,Robin Hartley,2024-09-02,2024,9,2,1520,United States,United States/NY/Orange,NY,Orange,Sterling Forest SP,41.1976,-74.2549,Adult – 1,,,,,,,,,,,S9000000101,,,,,,,,,4000,,3.69,19,,,
612000138,Video,Blue Jay,Cyanocitta cristata,,,Robin Hartley,2024-09-02,2024,9,2,1540,United States,United States/NY/Orange,NY,Orange,Sterling Forest SP,41.1976,-74.2549,Immature – 1,,,,,,,,,,,S9000000101,,,,,,,,,4000,,4.08,18,,,
612000139,Audio,Canada Goose,Branta canadensis,,,Robin Hartley,2024-09-05,2024,9,5,500,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Immature – 1,,,,,,,,,,,S9000000102,,,,,,,,,257,,4.59,28,,,
612000140,Photo,Mallard,Anas platyrhynchos,,,Robin Hartley,2024-09-05,2024,9,5,1430,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Adult – 1,,,,,,,,,,,S9000000102,,,,,,,,,360,,4.82,6,,,
612000141,Photo,Mallard,Anas platyrhynchos,,,Robin Hartley,2024-09-05,2024,9,5,640,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Adult – 1; Adult Male – 1,,,,,,,,,,,S9000000102,,,,,,,,,360,,4.00,15,,,
612000142,Video,Eastern Towhee,Pipilo erythrophthalmus,,,Robin Hartley,2024-09-05,2024,9,5,1845,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Unknown – 1,Carrying Food,,,,,,,,,,S9000000102,,,,,,,,,5300,,3.09,13,,,
612000143,Photo,Herring Gull,Larus argentatus,,,Robin Hartley,2024-09-11,2024,9,11,1000,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,,Foraging or Eating,,,,,,,,,,S9000000103,,,,,,,,,2470,,3.06,14,,,
612000144,Photo,Palm Warbler,Setophaga palmarum,,,Robin Hartley,2024-09-11,2024,9,11,1315,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult – 1,Foraging or Eating,,,,,,,,,,S9000000103,,,,,,,,,5920,,3.07,32,,,
612000145,Photo,Brown-headed Cowbird,Molothrus ater,,,Robin Hartley,2024-09-15,2024,9,15,1230,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult – 1,,,,,,,,,,,S9000000104,,,,,,,,,5570,,3.36,22,,,
612000146,Photo,Chipping Sparrow,Spizella passerina,,,Robin Hartley,2024-09-15,2024,9,15,1230,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult – 1,"Courtship, Display, or Copulation",,,,,,,,,,S9000000104,,,,,,,,,5100,,4.98,6,,,
612000147,Photo,Chipping Sparrow,Spizella passerina,,,Robin Hartley,2024-09-15,2024,9,15,1415,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Immature – 1,,,,,,,,,,,S9000000104,,,,,,,,,5100,,4.89,33,,,
612000148,Audio,Red-tailed Hawk,Buteo jamaicensis,,,Robin Hartley,2024-09-15,2024,9,15,600,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Unknown – 1,,,,,,,,,,,S9000000104,,,,,,,,,3250,,4.31,21,,,
612000149,Photo,Mute Swan,Cygnus olor,,,Robin Hartley,2024-09-19,2024,9,19,840,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult – 1,Nest Building,,,,,,,,,,S9000000105,,,,,,,,,278,,4.92,27,,,
612000150,Photo,Mute Swan,Cygnus olor,,,Robin Hartley,2024-09-19,2024,9,19,1030,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,,,,,,,,,,,,S9000000105,,,,,,,,,278,,4.70,17,,,
612000151,Audio,Rose-breasted Grosbeak,Pheucticus ludovicianus,,,Robin Hartley,2024-09-21,2024,9,21,845,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,,,,,,,,,,,,S9000000106,,,,,,,,,6170,,3.77,10,,,
612000152,Audio,Snowy Egret,Egretta thula,,,Robin Hartley,2024-09-21,2024,9,21,815,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,,Vocalizing; Song,,,,,,,,,,S9000000106,,,,,,,,,2830,,4.38,37,,,
612000153,Video,Snowy Egret,Egretta thula,,,Robin Hartley,2024-09-21,2024,9,21,620,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Immature – 1,,,,,,,,,,,S9000000106,,,,,,,,,2830,,4.29,35,,,
612000154,Photo,House Sparrow,Passer domesticus,,,Robin Hartley,2024-09-21,2024,9,21,1410,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Adult – 1,,,,,,,,,,,S9000000106,,,,,,,,,4900,,4.79,9,,,
612000155,Photo,Hairy Woodpecker,Dryobates villosus,,,Robin Hartley,2024-10-01,2024,10,1,1105,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,,,,,,,,,,,,S9000000108,,,,,,,,,3570,,4.77,23,,,
612000156,Video,American Robin,Turdus migratorius,,,Robin Hartley,2024-10-01,2024,10,1,720,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,,Feeding Young,,,,,,,,,,S9000000109,,,,,,,,,4700,,3.33,10,,,
612000157,Photo,Canada Goose,Branta canadensis,,,Robin Hartley,2024-10-05,2024,10,5,1020,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult Female – 1,Nest Building,,,,,,,,,,S9000000110,,,,,,,,,257,,3.56,9,,,
612000158,Video,Northern Flicker,Colaptes auratus,,,Robin Hartley,2024-10-05,2024,10,5,1230,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Adult – 1,,,,,,,,,,,S9000000111,,,,,,,,,3600,,3.78,21,,,
612000159,Photo,Northern Flicker,Colaptes auratus,,,Robin Hartley,2024-10-05,2024,10,5,1205,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Adult Female – 1; Adult Female – 1,Feeding Young; Foraging or Eating,,,,,,,,,,S9000000111,,,,,,,,,3600,,4.45,33,,,
612000160,Photo,Green-winged Teal,Anas crecca,,,Robin Hartley,2024-10-05,2024,10,5,1545,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Adult Female – 1,,,,,,,,,,,S9000000111,,,,,,,,,380,,4.73,5,,,
612000161,Audio,Golden-crowned Kinglet,Regulus satrapa,,,Robin Hartley,2024-10-05,2024,10,5,630,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,,,,,,,,,,,,S9000000111,,,,,,,,,4540,,4.70,21,,,
612000162,Photo,Eastern Meadowlark,Sturnella magna,,,Robin Hartley,2024-10-12,2024,10,12,1120,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Juvenile – 1,,,,,,,,,,,S9000000114,,,,,,,,,5420,,3.80,20,,,
612000163,Photo,Pileated Woodpecker,Dryocopus pileatus,,,Robin Hartley,2024-10-12,2024,10,12,1400,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,,Carrying Food,,,,,,,,,,S9000000114,,,,,,,,,3620,,4.87,39,,,
612000164,Photo,Eastern Screech-Owl,Megascops asio,,,Robin Hartley,2024-10-12,2024,10,12,915,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Juvenile – 1,,,,,,,,,,,S9000000114,,,,,,,,,3300,,3.66,19,,,
612000165,Audio,Blue Jay,Cyanocitta cristata,,,Robin Hartley,2024-10-14,2024,10,14,820,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,,,,,,,,,,,,S9000000115,,,,,,,,,4000,,3.03,18,,,
612000166,Photo,Cooper’s Hawk,Astur cooperii,,,Robin Hartley,2024-10-18,2024,10,18,820,United States,United States/NY/Orange,NY,Orange,Sterling Forest SP,41.1976,-74.2549,Unknown – 1,Foraging or Eating,,,,,,,,,,S9000000116,,,,,,,,,3100,,3.34,13,,,
612000167,Audio,Northern Cardinal,Cardinalis cardinalis,,,Robin Hartley,2024-10-18,2024,10,18,800,United States,United States/NY/Orange,NY,Orange,Sterling Forest SP,41.1976,-74.2549,Adult – 1; Adult Female – 1,,,,,,,,,,,S9000000116,,,,,,,,,6150,,3.35,19,,,
612000168,Photo,Eastern Bluebird,Sialia sialis,,,Robin Hartley,2024-10-18,2024,10,18,1620,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,,,,,,,,,,,,S9000000117,,,,,,,,,4600,,4.23,38,,,
612000169,Photo,Ring-billed Gull,Larus delawarensis,,,Robin Hartley,2024-10-18,2024,10,18,800,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult Male – 1,,,,,,,,,,,S9000000117,,,,,,,,,2450,,3.41,31,,,
612000170,Photo,Peregrine Falcon,Falco peregrinus,,,Robin Hartley,2024-10-23,2024,10,23,1830,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult Male – 1,,,,,,,,,,,S9000000118,,,,,,,,,3750,,3.83,15,,,
612000171,Photo,Double-crested Cormorant,Nannopterum auritum,,,Robin Hartley,2024-10-31,2024,10,31,1205,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Adult – 1,,,,,,,,,,,S9000000120,,,,,,,,,2700,,4.81,5,,,
612000172,Photo,House Sparrow,Passer domesticus,,,Robin Hartley,2024-10-31,2024,10,31,1720,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Adult – 1,,,,,,,,,,,S9000000120,,,,,,,,,4900,,3.64,30,,,
612000173,Photo,Gadwall,Mareca strepera,,,Robin Hartley,2024-10-31,2024,10,31,1140,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Adult Male – 1,Flying,,,,,,,,,,S9000000120,,,,,,,,,330,,3.70,14,,,
612000174,Photo,Blue Jay,Cyanocitta cristata,,,Robin Hartley,2024-10-31,2024,10,31,1320,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,,,,,,,,,,,,S9000000121,,,,,,,,,4000,,3.27,11,,,
612000175,Photo,Cooper’s Hawk,Astur cooperii,,,Robin Hartley,2024-10-31,2024,10,31,730,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,Adult – 1,"Foraging or Eating; Courtship, Display, or Copulation",,,,,,,,,,S9000000122,,,,,,,,,3100,,3.54,39,,,
612000176,Photo,Swamp Sparrow,Melospiza georgiana,,,Robin Hartley,2024-11-09,2024,11,9,1200,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Juvenile – 1,,,,,,,,,,,S9000000124,,,,,,,,,5250,,4.84,13,,,
612000177,Photo,Golden-crowned Kinglet,Regulus satrapa,,,Robin Hartley,2024-11-11,2024,11,11,1105,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult Male – 1,"Courtship, Display, or Copulation",,,,,,,,,,S9000000126,,,,,,,,,4540,,4.45,33,,,
612000178,Photo,American Robin,Turdus migratorius,,,Robin Hartley,2024-11-11,2024,11,11,620,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult Male – 1,,,,,,,,,,,S9000000126,,,,,,,,,4700,,3.75,22,,,
612000179,Photo,Mallard,Anas platyrhynchos,,,Robin Hartley,2024-11-15,2024,11,15,930,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Juvenile – 1,,,,,,,,,,,S9000000127,,,,,,,,,360,,3.26,27,,,
612000180,Video,Northern Shoveler,Spatula clypeata,,,Robin Hartley,2024-11-15,2024,11,15,1645,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Adult Male – 1,,,,,,,,,,,S9000000127,,,,,,,,,320,,3.04,30,,,
612000181,Photo,Northern Shoveler,Spatula clypeata,,,Robin Hartley,2024-11-15,2024,11,15,745,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Adult Female – 1,"Courtship, Display, or Copulation",,,,,,,,,,S9000000127,,,,,,,,,320,,3.91,31,,,
612000182,Audio,Mourning Dove,Zenaida macroura,,,Robin Hartley,2024-11-20,2024,11,20,800,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,,,,,,,,,,,,S9000000130,,,,,,,,,1100,,3.23,26,,,
612000183,Video,Swamp Sparrow,Melospiza georgiana,,,Robin Hartley,2024-11-25,2024,11,25,1305,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,,Nest Building,,,,,,,,,,S9000000131,,,,,,,,,5250,,3.32,26,,,
612000184,Photo,Swamp Sparrow,Melospiza georgiana,,,Robin Hartley,2024-11-25,2024,11,25,1645,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Immature – 1,"Preening, Scratching, or Bathing; Carrying Food",,,,,,,,,,S9000000131,,,,,,,,,5250,,3.97,35,,,
612000185,Audio,Mourning Dove,Zenaida macroura,,,Robin Hartley,2024-11-25,2024,11,25,705,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,,,,,,,,,,,,S9000000131,,,,,,,,,1100,,4.32,3,,,
612000186,Video,White-throated Sparrow,Zonotrichia albicollis,,,Robin Hartley,2024-11-25,2024,11,25,1120,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,Adult – 1,,,,,,,,,,,S9000000133,,,,,,,,,5180,,3.39,24,,,
612000187,Photo,Red-winged Blackbird,Agelaius phoeniceus,,,Robin Hartley,2024-11-25,2024,11,25,1215,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,Adult – 1,,,,,,,,,,,S9000000133,,,,,,,,,5550,,4.29,15,,,
